doc_id;titulo;tipo_documento;nota;tema;tema_secundario;tema_origem;onde_se_aplica;natureza;quem_le;porque;CORRIGIR_tema;CORRIGIR_tema_secundario
the-effect-of-cardiac-resynchronization-on-morbidity-and-mortality-in-heart-fail;The Effect of Cardiac Resynchronization on Morbidity and Mortality in Heart Failure;original;7;Insuficiência Cardíaca;Arritmias/Anticoagulantes;llm;;intervenção terapêutica;cardiologista clínico;O artigo avalia a terapia de ressincronização cardíaca como intervenção para reduzir morbidade e mortalidade em pacientes com insuficiência cardíaca sintomática e fração de ejeção reduzida. Embora envolva dispositivo implantável e critérios eletrocardiográficos de QRS largo, o foco principal é o tra;;
prognostic-importance-of-defibrillator-shocks-in-patients-with-heart-failure;Prognostic Importance of Defibrillator Shocks in Patients with Heart Failure;original;7;Arritmias/Anticoagulantes;Insuficiência Cardíaca;llm;;implicação prognóstica;eletrofisiologista;"O artigo investiga o valor prognóstico de choques apropriados e inapropriados do CDI em pacientes com insuficiência cardíaca e FEVE reduzida; o dispositivo e os choques são o foco, atraindo principalmente o eletrofisiologista, enquanto a população e o contexto clínico justificam Insuficiência Cardía";;
effect-of-vasodilator-therapy-on-mortality-in-chronic-congestive-heart-failure-r;Effect of Vasodilator Therapy on Mortality in Chronic Congestive Heart Failure: Results of a Veterans Administration Cooperative Study;original;7;Insuficiência Cardíaca;Não se aplica;llm;;intervenção terapêutica;cardiologista clínico;O estudo investiga diretamente uma intervenção vasodilatadora para reduzir mortalidade em homens com insuficiência cardíaca crônica estável e fração de ejeção reduzida, no contexto do tratamento ambulatorial. Embora envolva vasodilatadores e possa ter implicações para hipertensão, o foco investigati;;
10.1007/s10741-026-10609-3;Heart failure evidence update 2026;revisao_narrativa;7;Insuficiência Cardíaca;Valvulopatias;llm;;intervenção terapêutica;cardiologista clínico;"Revisão centrada na atualização de evidências para insuficiência cardíaca aguda e crônica em diferentes faixas de fração de ejeção, incluindo descongestão, terapias farmacológicas e monitorização; TEER e valvopatias selecionadas constituem um eixo terapêutico relevante, mas secundário ao tema princi";;
10.1016/j.jacep.2026.01.011;Transcutaneous Electrical Vagus Nerve Stimulation to Suppress Ventricular Premature Complexes (TREAT-PVC): A Randomized Clinical Trial;original;7;Arritmias/Anticoagulantes;Não se aplica;llm;;intervenção terapêutica;eletrofisiologista;"Ensaio randomizado de estimulação elétrica transcutânea do nervo vago auricular para reduzir PVCs idiopáticas sintomáticas em pacientes ambulatoriais, com foco direto em arritmia ventricular e terapia eletrofisiológica; não há segundo tema legítimo.";;
10.1016/j.jacc.2026.06.015;Refining the Role of Beta-Blockers in Cardiovascular Medicine;revisao_narrativa;7;Insuficiência Cardíaca;Coronária/DAC;llm;;implicação prognóstica;cardiologista clínico;Revisão narrativa sobre benefício prognóstico e reavaliação do uso rotineiro de betabloqueadores em adultos com diferentes frações de ejeção e indicações cardiovasculares, com foco central na insuficiência cardíaca e discussão relevante do uso pós-infarto.;;
10.1161/CIRCULATIONAHA.122.059038;Effects of Early Empagliflozin Initiation on Diuresis and Kidney Function in Patients With Acute Decompensated Heart Failure (EMPAG-HF);original;6;Insuficiência Cardíaca;Cardiometabólica;llm;;intervenção terapêutica;cardiologista clínico;O artigo investiga a iniciação precoce de empagliflozina como estratégia terapêutica durante a internação por insuficiência cardíaca aguda congesta, com foco em diurese e função renal. O cenário é a enfermaria hospitalar, a natureza é intervenção terapêutica e o leitor principal é o cardiologista cl;;
10.1056/NEJMoa1805374;Percutaneous Repair or Medical Treatment for Secondary Mitral Regurgitation;original;6;Insuficiência Cardíaca;Valvulopatias;llm;;intervenção terapêutica;cardiologista clínico;"O artigo avalia uma intervenção para pacientes com insuficiência cardíaca sintomática e insuficiência mitral secundária grave; a doença ventricular e a IC são o foco principal, enquanto a valvulopatia e o procedimento MitraClip constituem um eixo secundário legítimo.";;
the-effect-of-digoxin-on-mortality-and-morbidity-in-patients-with-heart-failure;The Effect of Digoxin on Mortality and Morbidity in Patients with Heart Failure;original;6;Insuficiência Cardíaca;Não se aplica;llm;;intervenção terapêutica;cardiologista clínico;"O artigo investiga diretamente o efeito terapêutico da digoxina sobre mortalidade e hospitalizações em pacientes ambulatoriais com insuficiência cardíaca crônica e fração de ejeção reduzida; o uso em ritmo sinusal não transforma o tema em Arritmias/Anticoagulantes.";;
10.1016/j.jacc.2026.05.039;The Role of Coronary Artery Calcium in Statin Eligibility Based on the American Heart Association’s PREVENT Calculator: Insights From MESA;original;6;Cardiometabólica;Imagem Cardiovascular;llm;;método de avaliação;cardiologista clínico;"O artigo investiga como o CAC, obtido por tomografia, refina a estratificação de risco PREVENT e a elegibilidade para estatina na prevenção primária. O eixo principal é cardiometabólico por tratar de risco aterosclerótico, lipídios e prevenção primária; Imagem Cardiovascular é um secundário legítimo";;
10.1056/NEJMoa1707855;Catheter Ablation for Atrial Fibrillation with Heart Failure;original;6;Arritmias/Anticoagulantes;Insuficiência Cardíaca;llm;;intervenção terapêutica;eletrofisiologista;"O artigo investiga ablação por cateter para fibrilação atrial, uma intervenção eletrofisiológica, em pacientes com insuficiência cardíaca com FEVE reduzida. O tema principal é Arritmias/Anticoagulantes; Insuficiência Cardíaca é secundário porque a população-alvo e os desfechos centrais incluem ICFER";;
10.1056/NEJMoa1608029;Defibrillator Implantation in Patients with Nonischemic Systolic Heart Failure;original;6;Arritmias/Anticoagulantes;Insuficiência Cardíaca;llm;;intervenção terapêutica;eletrofisiologista;O estudo investiga o uso profilático de CDI, uma intervenção diretamente ligada à prevenção de morte súbita e ao manejo eletrofisiológico, em adultos ambulatoriais com insuficiência cardíaca não isquêmica e FEVE reduzida. A insuficiência cardíaca é a população e o contexto clínico central, justifica;;
prophylactic-defibrillator-implantation-in-patients-with-nonischemic-dilated-car;Prophylactic Defibrillator Implantation in Patients with Nonischemic Dilated Cardiomyopathy;original;6;Arritmias/Anticoagulantes;Miocardiopatias;llm;;intervenção terapêutica;eletrofisiologista;O artigo investiga a implantação profilática de CDI, uma intervenção de prevenção de morte súbita e manejo de arritmias ventriculares, aplicável no seguimento ambulatorial por eletrofisiologistas. A cardiomiopatia dilatada não isquêmica é a população-alvo e também justifica legitimamente Miocardiopa;;
combination-of-isosorbide-dinitrate-and-hydralazine-in-blacks-with-heart-failure;Combination of Isosorbide Dinitrate and Hydralazine in Blacks with Heart Failure;original;6;Insuficiência Cardíaca;Não se aplica;llm;;intervenção terapêutica;cardiologista clínico;O artigo investiga uma intervenção farmacológica para insuficiência cardíaca sintomática com fração de ejeção reduzida, em pacientes ambulatoriais já tratados com terapia padrão. O foco é o benefício clínico da combinação de hidralazina e dinitrato de isossorbida na IC, não hipertensão, raça ou um m;;
10.1056/NEJMoa1602001;Coronary-Artery Bypass Surgery in Patients with Ischemic Cardiomyopathy;original;6;Insuficiência Cardíaca;Coronária/DAC;llm;;intervenção terapêutica;cardiologista clínico;O estudo investiga a estratégia terapêutica de CABG versus terapia médica em pacientes com cardiomiopatia isquêmica e FEVE reduzida, portanto o eixo principal é Insuficiência Cardíaca. Coronária/DAC é legitimamente secundário porque a intervenção depende de doença coronária operável.;;
10.1016/j.jacc.2026.05.029;Myocardial Scar Assessment Using Artificial Intelligence-Powered Contrast-Free MRI: A Prospective Multicenter Study of Virtual Native Enhancement;original;6;Imagem Cardiovascular;Coronária/DAC;llm;;método de avaliação;especialista em imagem;"O artigo investiga um método de avaliação por RMC com inteligência artificial (VNE versus LGE) para detectar cicatriz de infarto crônico; aplica-se no laboratório de imagem e é principalmente de interesse do especialista em imagem, com vínculo secundário legítimo à doença coronária/IAM prévio.";;
sudden-death-in-patients-with-myocardial-infarction-and-left-ventricular-dysfunc;Sudden Death in Patients with Myocardial Infarction and Left Ventricular Dysfunction, Heart Failure, or Both;original;6;Insuficiência Cardíaca;Coronária/DAC;llm;;implicação prognóstica;cardiologista clínico;O artigo avalia o risco prognóstico de morte súbita ou parada cardíaca ressuscitada em sobreviventes de IAM com insuficiência cardíaca e/ou disfunção ventricular esquerda, com a FEVE como marcador de estratificação. O contexto de IAM estabelecido justifica Coronária/DAC como tema secundário, mas o f;;
effects-of-losartan-and-captopril-on-mortality-and-morbidity-in-high-risk-patien;Effects of losartan and captopril on mortality and morbidity in high-risk patients after acute myocardial infarction: the OPTIMAAL randomised trial;original;6;Coronária/DAC;Insuficiência Cardíaca;llm;;intervenção terapêutica;cardiologista clínico;"Ensaio clínico de terapia farmacológica após infarto agudo do miocárdio, em pacientes de alto risco com insuficiência cardíaca ou disfunção ventricular; o foco principal é o desfecho pós-IAM, com relevância secundária para o manejo da insuficiência cardíaca.";;
prophylactic-catheter-ablation-for-the-prevention-of-defibrillator-therapy;Prophylactic Catheter Ablation for the Prevention of Defibrillator Therapy;original;6;Arritmias/Anticoagulantes;Coronária/DAC;llm;;intervenção terapêutica;eletrofisiologista;"O estudo investiga ablação por cateter precoce para prevenir terapias do CDI em adultos pós-infarto com taquiarritmia ventricular; o leitor central é o eletrofisiologista. O infarto prévio é contexto etiológico e não o objeto principal, portanto Coronária/DAC é no máximo secundário.";;
rhythm-control-versus-rate-control-for-atrial-fibrillation-and-heart-failure;Rhythm Control versus Rate Control for Atrial Fibrillation and Heart Failure;original;6;Arritmias/Anticoagulantes;Insuficiência Cardíaca;llm;;intervenção terapêutica;cardiologista clínico;O artigo compara estratégias terapêuticas de controle do ritmo e da frequência na fibrilação atrial, tendo como população-alvo pacientes com insuficiência cardíaca sintomática e fração de ejeção reduzida. O foco decisório primário é a FA e sua estratégia de manejo, enquanto a IC com FE reduzida cons;;
effects-of-candesartan-in-patients-with-chronic-heart-failure-and-preserved-left;Effects of candesartan in patients with chronic heart failure and preserved left-ventricular ejection fraction: the CHARM-Preserved Trial;original;6;Insuficiência Cardíaca;Não se aplica;llm;;intervenção terapêutica;cardiologista clínico;O artigo investiga diretamente o efeito terapêutico da candesartana em adultos com insuficiência cardíaca crônica e fração de ejeção preservada, em contexto predominantemente ambulatorial, para leitura do cardiologista clínico. Hipertensão/HAS não é o foco principal, mas apenas o mecanismo terapêuti;;
defibrillator-implantation-early-after-myocardial-infarction;Defibrillator Implantation Early after Myocardial Infarction;original;6;Arritmias/Anticoagulantes;Coronária/DAC;llm;;intervenção terapêutica;eletrofisiologista;O artigo investiga a estratégia de implante profilático precoce de cardiodesfibrilador (CDI), uma intervenção de eletrofisiologia/terapia de arritmias, em adultos após infarto agudo do miocárdio. O IAM é o contexto clínico e justifica o tema secundário Coronária/DAC, mas o objeto principal é o uso d;;
10.1161/JAHA.125.041495;Adherence to the American Heart Association’s Life’s Essential 8 Is Associated With Reduced Odds of Albuminuria Among American Indian Individuals in the Strong Heart Family Study;original;6;Cardiometabólica;Não se aplica;llm;;implicação prognóstica;cardiologista clínico;O artigo avalia, em contexto ambulatorial e populacional, a associação entre maior adesão a fatores de saúde cardiovascular do Life’s Essential 8 e menor probabilidade de albuminúria, configurando prevenção primária e risco cardiometabólico. Não investiga hipertensão, doença renal ou outro tema card;;
10.36660/abc.20260178;Distribuição Espacial de Pacientes na Região Metropolitana de São Paulo Atendidos em um Hospital Público Terciário de Referência Cardiovascular Segundo Doenças dos Sistemas Circulatório, Respiratório,;original;6;fora_do_escopo;Não se aplica;llm;;organização do cuidado;gestor/diretor de clínica;O artigo descreve a distribuição espacial e o perfil de atendimentos e óbitos de um hospital terciário, com utilidade para planejamento local e organização do cuidado. O leitor principal é gestor/diretor de clínica, mas o conteúdo não investiga uma doença cardiovascular específica, método cardiovasc;;
diuretic-strategies-in-patients-with-acute-decompensated-heart-failure;Diuretic Strategies in Patients with Acute Decompensated Heart Failure;original;6;Insuficiência Cardíaca;Não se aplica;llm;;intervenção terapêutica;cardiologista clínico;"O artigo investiga estratégias de administração e dose de furosemida intravenosa em adultos hospitalizados com insuficiência cardíaca agudamente descompensada. O cenário principal é a enfermaria, a natureza é terapêutica e o leitor é o cardiologista clínico; embora envolva pacientes internados, não ";;
10.1016/S0140-;Effects of high-dose versus low-dose losartan on clinical outcomes in patients with heart failure (HEAAL study): a randomised, double-blind trial;original;6;Insuficiência Cardíaca;Hipertensão/HAS;llm;;intervenção terapêutica;cardiologista clínico;Ensaio clínico de titulação de losartana em alta versus baixa dose para reduzir desfechos clínicos em adultos com insuficiência cardíaca com fração de ejeção reduzida e intolerância a IECA, no contexto ambulatorial. O uso de um anti-hipertensivo é central, mas a indicação e o desfecho investigados s;;
10.1056/NEJMoa1409077;Angiotensin–Neprilysin Inhibition versus Enalapril in Heart Failure;original;6;Insuficiência Cardíaca;Hipertensão/HAS;llm;;intervenção terapêutica;cardiologista clínico;"O artigo investiga diretamente uma terapia farmacológica para adultos com insuficiência cardíaca crônica sintomática e fração de ejeção reduzida; a inibição do sistema renina-angiotensina e o bloqueio da neprilisina têm efeito anti-hipertensivo, mas a hipertensão não é o foco principal do estudo.";;
10.1161/CIR.0000000000001459;Deprescribing in Patients With Cardiovascular Disease Experiencing Polypharmacy: A Scientific Statement From the American Heart Association;diretriz;6;Insuficiência Cardíaca;Arritmias/Anticoagulantes;llm;;organização do cuidado;cardiologista clínico;"Statement transversal sobre revisão, redução e suspensão segura de medicamentos em pacientes cardiovasculares com polifarmácia; o leitor principal é o cardiologista clínico no cuidado ambulatorial. Insuficiência cardíaca é um eixo cardiovascular relevante para deprescrição, e há pertinência secundár";;
effects-of-exercise-training-on-health-status-in-patients-with-chronic-heart-fai;Effects of Exercise Training on Health Status in Patients With Chronic Heart Failure: HF-ACTION Randomized Controlled Trial;original;6;Insuficiência Cardíaca;Não se aplica;llm;;intervenção terapêutica;cardiologista clínico;"O estudo investiga treinamento físico e reabilitação como intervenção terapêutica em adultos ambulatoriais estáveis com insuficiência cardíaca e fração de ejeção reduzida. O leitor principal é o cardiologista clínico que acompanha pacientes com IC; não há um segundo tema legítimo, pois o exercício é";;
10.1056/NEJMoa1313731;Spironolactone for Heart Failure with Preserved Ejection Fraction;original;6;Insuficiência Cardíaca;Não se aplica;llm;;intervenção terapêutica;cardiologista clínico;"O artigo investiga diretamente espironolactona como intervenção terapêutica em adultos com insuficiência cardíaca sintomática e fração de ejeção preservada, no contexto ambulatorial e com monitorização laboratorial; o leitor principal é o cardiologista clínico. A função renal e o potássio são critér";;
10.1002/clc.70423;Artificial Intelligence‐Based Analysis of Coronary Atherosclerotic Plaque on Intravascular Ultrasound: A Systematic Review and Meta‐Analysis;meta;6;Intervenção/Hemodinâmica;Coronária/DAC;llm;;método de avaliação;hemodinamicista;"O artigo investiga a análise automatizada de placa aterosclerótica e calcificação por IVUS, um método invasivo realizado dentro da sala de hemodinâmica; o leitor principal é o hemodinamicista. A doença coronária é o contexto clínico legítimo, mas o foco central é o método de avaliação.";;
10.1056/NEJMoa1908655;Angiotensin–Neprilysin Inhibition in Heart Failure with Preserved Ejection Fraction;original;6;Insuficiência Cardíaca;Não se aplica;llm;;intervenção terapêutica;cardiologista clínico;"Ensaio clínico ambulatorial de intervenção terapêutica em adultos com insuficiência cardíaca com fração de ejeção preservada, comparando sacubitril–valsartana com valsartana para desfechos de IC e morte cardiovascular; o público principal é o cardiologista clínico e não há um segundo tema legitimame";;
10.1056/NEJMoa1100171;Effect of Nesiritide in Patients with Acute Decompensated Heart Failure;original;6;Insuficiência Cardíaca;Não se aplica;llm;;intervenção terapêutica;cardiologista clínico;"Ensaio terapêutico em adultos hospitalizados com insuficiência cardíaca aguda descompensada e congestão, comparando nesiritida intravenosa ao placebo; o foco é o tratamento da IC, não um cenário de choque ou suporte intensivo.";;
10.1056/NEJMoa0909938;Advanced Heart Failure Treated with Continuous-Flow Left Ventricular Assist Device;original;6;Insuficiência Cardíaca;UTI Cardiológica;llm;;intervenção terapêutica;especialista em miocardiopatias;O artigo investiga terapia de destino com dispositivo de assistência ventricular esquerda em adultos com insuficiência cardíaca avançada refratária, tendo a IC como doença principal. O implante e o manejo do LVAD também envolvem suporte mecânico e cuidado especializado de pacientes críticos, justifi;;
10.1016/j.jacc.2026.06.013;AI-ECG Detection of Structural Heart Disease in the Community Setting: Transportability and Spectrum Effects in the PREVUE-VALVE Study;original;6;Imagem Cardiovascular;Não se aplica;llm;;método de avaliação;especialista em imagem;O artigo investiga o desempenho e a transportabilidade de um método não invasivo baseado em AI-ECG, com confirmação por ecocardiograma transtorácico, para detectar doença cardíaca estrutural em adultos da comunidade. O foco é a avaliação do método de imagem/diagnóstico, não uma valvulopatia ou outra;;
10.1002/14651858.CD011319.pub3;Drug-eluting balloon angioplasty versus uncoated balloon angioplasty for peripheral arterial disease of the lower limbs;meta;6;Intervenção/Hemodinâmica;Coronária/DAC;llm;;intervenção terapêutica;hemodinamicista;O artigo investiga uma intervenção endovascular — balão farmacológico versus balão não revestido — realizada na angioplastia femoropoplítea ou infrapoplítea para doença arterial periférica estabelecida. O procedimento ocorre na sala de hemodinâmica e é de interesse direto do hemodinamicista. Pela re;;
10.1016/j.jacc.2026.07.009;Cognitive Impairment and Frailty in Older Adults With Cardiovascular Disease: 2026 ACC Scientific Statement;diretriz;6;Insuficiência Cardíaca;Cardiometabólica;llm;;organização do cuidado;cardiologista clínico;"Statement voltado ao cuidado ambulatorial de adultos mais velhos com doença cardiovascular, com foco em rastreio cognitivo, avaliação geriátrica, fragilidade, reabilitação e encaminhamento multidomínio. O leitor principal é o cardiologista clínico; Insuficiência Cardíaca é o melhor eixo cardiovascul";;
10.1056/NEJMoa1105819;Apixaban with Antiplatelet Therapy after Acute Coronary Syndrome;original;6;Coronária/DAC;Arritmias/Anticoagulantes;llm;;intervenção terapêutica;cardiologista clínico;"Ensaio clínico de prevenção de eventos após síndrome coronariana aguda, investigando o uso terapêutico de apixabana adicionada à terapia antiagregante; o cenário principal é SCA/doença coronária, com interface legítima com o uso clínico de anticoagulantes.";;
10.1056/NEJMoa1709118;Rivaroxaban with or without Aspirin in Stable Cardiovascular Disease;original;6;Coronária/DAC;Arritmias/Anticoagulantes;llm;;intervenção terapêutica;cardiologista clínico;"Ensaio de prevenção secundária em adultos com doença arterial coronária e/ou periférica aterosclerótica estável, investigando o uso clínico de rivaroxabana associada ao AAS. O foco principal é a redução de eventos cardiovasculares na aterosclerose clínica estabelecida; o uso terapêutico de anticoagu";;
10.1002/14651858.CD015988;Physical activity for the management of obesity in children up to the age of 9 years;meta;6;Cardiometabólica;Aorta/Congênitas/Genética;llm;;intervenção terapêutica;cardiologista clínico;O artigo avalia atividade física como intervenção para manejo da obesidade infantil, um fator de risco cardiometabólico e de prevenção cardiovascular. O contexto pediátrico justifica Aorta/Congênitas/Genética como tema secundário conforme a regra de conteúdo, embora o foco principal seja cardiometab;;
10.1002/14651858.CD016085.pub2;Blood pressure management in reperfused ischemic stroke;meta;6;UTI Cardiológica;Hipertensão/HAS;llm;;intervenção terapêutica;plantonista de UCO/UTI;"O artigo investiga o manejo intensivo da pressão arterial no AVC isquêmico agudo após reperfusão, um cuidado à beira do leito crítico e pós-evento neurológico agudo, lido pelo intensivista; a hipertensão e os alvos pressóricos constituem o eixo terapêutico secundário.";;
10.1093/eurheartj/ehaf661;Gut microbiota-derived imidazole propionate predicts cardiometabolic risk in patients with coronary artery disease;original;6;Coronária/DAC;Cardiometabólica;llm;;implicação prognóstica;cardiologista clínico;"A coorte estuda se um metabólito derivado da microbiota prediz MACE em pacientes com doença arterial coronária, incluindo SCA e síndrome coronária crônica. A doença coronária estabelecida determina Coronária/DAC como tema principal; o mecanismo metabólico relacionado à microbiota e ao risco cardiome";;
10.1056/NEJMoa1812851;Angiotensin–Neprilysin Inhibition in Acute Decompensated Heart Failure;original;6;Insuficiência Cardíaca;Não se aplica;llm;;intervenção terapêutica;cardiologista clínico;"O artigo investiga uma intervenção farmacológica para iniciar, após estabilização, em adultos hospitalizados por insuficiência cardíaca aguda descompensada com FEVE reduzida. O cenário é a enfermaria e o leitor principal é o cardiologista clínico; embora ocorra durante hospitalização, não envolve cu";;
10.1056/NEJMoa2313917;Semaglutide in Patients with Obesity-Related Heart Failure and Type 2 Diabetes;original;6;Insuficiência Cardíaca;Cardiometabólica;llm;;intervenção terapêutica;cardiologista clínico;"O ensaio avalia semaglutida como intervenção em adultos com insuficiência cardíaca com fração de ejeção preservada relacionada à obesidade e diabetes tipo 2, tendo como desfechos centrais sintomas, peso e capacidade funcional. O tema principal é Insuficiência Cardíaca; Cardiometabólica é legitimamen";;
10.1002/clc.70402;Heart Failure With Preserved Ejection Fraction-Like Phenotype in Coronary Artery Disease and Obstructive Sleep Apnea: Insights From the RICCADSA Cohort;original;6;Insuficiência Cardíaca;Coronária/DAC;llm;;mecanismo de doença;cardiologista clínico;"O estudo investiga o fenótipo de remodelamento semelhante à HFpEF em pacientes com DAC revascularizada e FEVE preservada, relacionando-o independentemente à AOS. O leitor principal é o cardiologista clínico no ambulatório, com foco em mecanismo/expressão de insuficiência cardíaca; DAC estabelecida é";;
10.1016/j.jcmg.2026.05.015;OCT-Defined Plaque Morphology and Clinical Outcomes After Percutaneous Coronary Intervention: An ILUMIEN IV Substudy;original;6;Intervenção/Hemodinâmica;Coronária/DAC;llm;;implicação prognóstica;hemodinamicista;"O estudo investiga, após ICP guiada por OCT, se a morfologia da placa prediz falha do vaso-alvo. A avaliação e o tratamento ocorrem na sala de hemodinâmica, com OCT intracoronária como método invasivo diretamente ligado à ICP; portanto, o leitor principal é o hemodinamicista e o tema principal é Int";;
10.1016/j.jchf.2026.103242;Body Composition in Heart Failure: A Magnetic Resonance Imaging and Dual X-Ray Absorptiometry Assessment in the UK Biobank Study;original;6;Insuficiência Cardíaca;Imagem Cardiovascular;llm;;método de avaliação;cardiologista clínico;"O estudo investiga diferenças de composição corporal em adultos com insuficiência cardíaca, em contexto ambulatorial e com natureza observacional descritiva. Embora utilize RM corporal e DXA, os métodos são ferramentas para caracterizar pacientes com IC, não o objeto metodológico principal; portanto";;
10.1016/j.jchf.2026.103166;Implantable Cardioverter-Defibrillator Therapy in Contemporary Heart Failure Patients: An Analysis From the EMPEROR-Reduced Trial;original;6;Insuficiência Cardíaca;Arritmias/Anticoagulantes;llm;;implicação prognóstica;cardiologista clínico;O artigo avalia, em pacientes com insuficiência cardíaca crônica com FEVE reduzida, a associação entre a presença de CDI e desfechos clínicos no contexto da terapia contemporânea, incluindo empagliflozina. Embora o dispositivo seja um tema de arritmias, o objeto principal é a implicação prognóstica ;;
10.1161/JAHA.125.046167;Conceptual Framework and Key Considerations for Field-Based Infrastructure in Food Is Medicine Research;revisao_narrativa;6;Cardiometabólica;Não se aplica;llm;;organização do cuidado;gestor/diretor de clínica;O artigo é uma revisão narrativa sobre estruturação e avaliação de programas Food Is Medicine, com foco em intervenções alimentares relacionadas à prevenção cardiometabólica e na organização de programas em sistemas de saúde, sem investigar uma doença cardiovascular específica, método diagnóstico ou;;
10.1016/j.obpill.2026.100288;Understanding reasons for initiation and experience with tirzepatide among individuals with obesity or overweight: Results from the PERCEPTIONS survey;original;6;Cardiometabólica;Não se aplica;llm;;organização do cuidado;cardiologista clínico;O artigo investiga razões para iniciar e experiência inicial com tirzepatida em adultos com obesidade ou sobrepeso, um tema cardiometabólico diretamente relevante ao cardiologista clínico em contexto ambulatorial. Não avalia eficácia cardiovascular, insuficiência cardíaca ou outra doença cardíaca es;;
10.1161/CIRCULATIONAHA.125.074482;Effect of Semaglutide on the Inflammatory Biomarker High-Sensitivity CRP in Patients With Established Cardiovascular Disease and Overweight or Obesity in SELECT: A Prespecified Secondary Analysis;original;6;Coronária/DAC;Cardiometabólica;llm;;implicação prognóstica;cardiologista clínico;O artigo avalia hsCRP como marcador prognóstico e sua redução com semaglutida em pacientes com doença cardiovascular aterosclerótica estabelecida, portanto a doença clínica estabelecida determina Coronária/DAC como tema principal. Obesidade e a intervenção com agonista de GLP-1 sustentam Cardiometab;;
10.1056/NEJMoa2304542;Long-Term Outcomes of Resynchronization–Defibrillation for Heart Failure;original;6;Insuficiência Cardíaca;Arritmias/Anticoagulantes;llm;;implicação prognóstica;cardiologista clínico;"O artigo investiga desfechos de longo prazo da terapia de ressincronização com desfibrilador em pacientes com insuficiência cardíaca sintomática e fração de ejeção reduzida; o CDI e o dispositivo de ressincronização são parte central da intervenção, mas o foco principal é a prognose da insuficiência";;
10.1056/NEJMoa2312572;Microaxial Flow Pump or Standard Care in Infarct-Related Cardiogenic Shock;original;6;UTI Cardiológica;Coronária/DAC;llm;;intervenção terapêutica;plantonista de UCO/UTI;"O artigo investiga suporte circulatório mecânico com Impella CP em adultos com choque cardiogênico por STEMI, cenário de cuidado crítico à beira do leito. O leitor principal é o plantonista de UCO/UTI; a doença precipitante é coronária/DAC, justificando-a como tema secundário.";;
10.1016/j.cardfail.2023.08.014;In-Hospital Management and Long-term Clinical Outcomes and Adherence in Patients With Acute Decompensated Heart Failure: Primary Results of the First Brazilian Registry of Heart Failure (BREATHE);original;6;Insuficiência Cardíaca;Não se aplica;llm;;organização do cuidado;cardiologista clínico;"Registro prospectivo de adultos hospitalizados por insuficiência cardíaca aguda que investiga manejo hospitalar, adesão prescrita e prognóstico em 12 meses. O foco é diretamente a organização do cuidado e os desfechos da IC aguda em ambiente hospitalar, para o cardiologista clínico; não há um segund";;
10.1056/NEJMoa2304968;Ferric Carboxymaltose in Heart Failure with Iron Deficiency;original;6;Insuficiência Cardíaca;Não se aplica;llm;;intervenção terapêutica;cardiologista clínico;"O estudo testa ferro carboximaltose intravenoso periódico como intervenção terapêutica em adultos ambulatoriais com insuficiência cardíaca com fração de ejeção reduzida e deficiência de ferro; o foco é o tratamento da IC, não o método de administração nem uma doença hematológica independente.";;
10.1056/NEJMoa2206606;Percutaneous Revascularization for Ischemic Left Ventricular Dysfunction;original;6;Insuficiência Cardíaca;Coronária/DAC;llm;;intervenção terapêutica;cardiologista clínico;"O artigo investiga uma estratégia terapêutica para pacientes estáveis com cardiomiopatia isquêmica e disfunção ventricular esquerda grave, comparando PCI associada à terapia médica otimizada com terapia médica isolada. O foco clínico principal é a insuficiência cardíaca com FEVE reduzida; doença cor";;
cardiac-resynchronization-in-chronic-heart-failure;Cardiac Resynchronization in Chronic Heart Failure;original;6;Insuficiência Cardíaca;Arritmias/Anticoagulantes;llm;;intervenção terapêutica;cardiologista clínico;"O estudo investiga a terapia de ressincronização cardíaca como intervenção para pacientes ambulatoriais com insuficiência cardíaca crônica sintomática e fração de ejeção reduzida. O dispositivo envolve estimulação cardíaca, mas o objetivo central e a população-alvo são a IC; portanto, Arritmias/Anti";;
chronic-heart-failure-in-adults-diagnosis-and-management-ng106;Chronic heart failure in adults: diagnosis and management (NG106);diretriz;4;Insuficiência Cardíaca;Não se aplica;llm;;organização do cuidado;cardiologista clínico;"Diretriz abrangente para diagnóstico, tratamento, monitorização, reabilitação e cuidados paliativos de adultos com insuficiência cardíaca crônica, aplicada principalmente no seguimento ambulatorial e destinada ao cardiologista clínico; a atualização sobre combinação precoce de terapias reforça o foc";;
10.1016/j.clnu.2026.106622;ESPEN practical guideline on ethical aspects of medical nutrition therapy;diretriz;4;Insuficiência Cardíaca;UTI Cardiológica;llm;;organização do cuidado;cardiologista clínico;Embora seja uma diretriz geral de ética em terapia nutricional, ela é diretamente aplicável ao cardiologista clínico no cuidado de pacientes com insuficiência cardíaca avançada, incapacidade decisória, demência e cuidados paliativos, especialmente para alinhar indicação, objetivos terapêuticos e con;;
